Name,Base TA,Overall TA,Base GS,Overall GS,Base Ratio,Overall Ratio,Base Time,Overall Time,Max Time,Site Rating,Num Gamers,Base Num Achievements,Overall Num Achievements,Base SSD,Base TAD Rate,Overall SSD Rate,Overall TAD Rate,Developer(s),Publisher(s),is 360?,BCMX Value,PDU,Server Closure,Delisted,Install Size
Middle-earth: Shadow of War,1802,2950,1010,1500,1.7841584158415842,1.9666666666666666,70.25,81.75,93.5,4.24,191276,62,72,594.3666666666668,11.274021352313166,8.484607543323142,17.737003058103976,Monolith Productions,Warner Bros. Games,False,257.8741124650352,0,False,False,98920.0
Microsoft Flight Simulator,11925,11925,1000,1000,11.925,11.925,1000.0,1000.0,1000.0,4.32,184992,43,43,3245.8880952380955,10.925,3.2458880952380955,10.925,"Asobo Studio, AeroSoft",Xbox Game Studios,False,41180.11750984934,0,False,False,157000.0
Medieval Dynasty (Xbox One),4967,4967,1000,1000,4.967,4.967,70.0,70.0,80.0,3.67,9019,44,44,1504.9452380952382,56.67142857142857,21.499217687074832,56.67142857142857,Render Cube,Toplitz Productions,False,885.5869883886054,0,False,False,4400.0
Medieval Dynasty,4806,4806,1000,1000,4.806,4.806,70.0,70.0,80.0,3.69,55603,44,44,1455.4492063492064,54.371428571428574,20.792131519274378,54.371428571428574,Render Cube,Toplitz Productions,False,842.8797821412019,0,False,False,6520.0
MechWarrior 5: Mercenaries,2970,2970,1000,1000,2.97,2.97,70.0,70.0,80.0,3.55,20566,19,19,367.0333333333333,28.142857142857142,5.243333333333333,28.142857142857142,Piranha Games,"Piranha Games, Fireshine Games",False,409.4724254452307,0,False,False,20560.0
McPixel 3,2193,2193,1000,1000,2.193,2.193,9.0,9.0,10.0,3.59,40575,93,93,1047.75,132.55555555555554,116.41666666666667,132.55555555555554,Sos Sosowski,Devolver Digital,False,32.47565712499133,0,False,False,458.0
Max: The Curse of Brotherhood,1862,1862,1000,1000,1.862,1.862,9.0,9.0,10.0,3.77,206152,36,36,224.66666666666669,95.77777777777777,24.962962962962965,95.77777777777777,Press Play,Xbox Game Studios,False,25.407943498048013,0,False,False,2960.0
Mass Effect,1909,2226,1000,1200,1.909,1.855,70.0,73.0,84.0,4.42,314091,45,49,430.4333333333333,12.985714285714286,6.216894977168949,14.054794520547945,BioWare,Xbox Game Studios,True,455.36213257088025,0,False,False,6830.0
Maquette,1984,1984,1000,1000,1.984,1.984,2.5,2.5,3.0,3.04,33741,22,22,192.6,393.6,77.03999999999999,393.6,Graceful Decay,Annapurna Interactive,False,8.383661916847554,0,False,False,5700.0
MASSIVE CHALICE,8475,8475,1000,1000,8.475,8.475,70.0,70.0,80.0,3.08,72905,28,28,1183.3083333333332,106.78571428571429,16.90440476190476,106.78571428571429,Double Fine,Double Fine,False,1973.783650758107,0,False,False,962.0
Loot River,3584,3584,1000,1000,3.584,3.584,7.0,7.0,8.0,3.24,10939,15,15,308.69999999999993,369.14285714285717,44.09999999999999,369.14285714285717,Straka.Studio,"SUPERHOT Team, Straka.Studio",False,54.2802686531303,0,False,False,2280.0
Loop Hero,3931,3931,1000,1000,3.931,3.931,45.0,45.0,50.0,3.92,35784,50,50,1098.1833333333332,65.13333333333334,24.40407407407407,65.13333333333334,Four Quarters,Devolver Digital,False,389.69476353615534,0,False,False,516.0
Lonely Mountains: Downhill,9042,15666,1000,2230,9.042,7.025112107623318,27.5,38.0,43.0,3.45,130308,57,82,3780.9999999999995,292.43636363636364,126.2333333333333,353.57894736842104,Megagon Industries,Thunderful Games,False,800.6603910109,0,False,False,732.0
Like a Dragon: Ishin!,4502,4502,1000,1000,4.502,4.502,135.0,135.0,150.0,4.08,55698,55,55,1555.6410256410252,25.94074074074074,11.523266856600186,25.94074074074074,Ryu Ga Gotoku Studio,SEGA,False,1432.8459321155221,0,False,False,58710.0
Like a Dragon Gaiden: The Man Who Erased His Name,1579,1579,1000,1000,1.579,1.579,27.5,27.5,30.0,4.5,35110,61,61,353.76666666666654,21.054545454545455,12.86424242424242,21.054545454545455,Ryu Ga Gotoku Studio,SEGA,False,59.52432095454765,0,False,False,87120.0
Lies of P,2438,2438,1000,1000,2.438,2.438,70.0,70.0,80.0,4.43,188364,42,42,507.1428571428571,20.542857142857144,7.244897959183673,20.542857142857144,"Neowiz, Round8 Studio","Neowiz, Fireshine Games",False,304.5373321955783,0,False,False,35770.0
Let's Build a Zoo,5663,7552,1000,1400,5.663,5.394285714285714,90.0,99.0,110.0,3.55,25293,41,45,1415.667748917749,51.81111111111111,15.471391403209585,62.14141414141414,Springloaded,"No More Robots, Merge Games",False,1378.140842313469,0,False,False,880.0
LIMBO,2214,2214,1000,1000,2.214,2.214,7.0,7.0,8.0,4.06,179766,13,13,142.4857142857143,173.42857142857142,20.355102040816327,173.42857142857142,"Playdead, Double Eleven","Playdead, 505 Games",False,26.354598953806903,0,False,False,213.0
LEGO Star Wars: The Skywalker Saga,3189,3189,1000,1000,3.189,3.189,90.0,90.0,100.0,4.1,263687,45,45,921.6166666666668,24.322222222222223,10.240185185185187,24.322222222222223,Traveller's Tales,Warner Bros. Games,False,569.4843305043607,0,False,False,45140.0
Killer Instinct,11175,30989,1560,4935,7.163461538461538,6.2794326241134755,238.5,439.5,489.0,3.74,333116,150,464,8727.366666666665,40.314465408805034,53.642169131588936,59.281001137656425,"Iron Galaxy Studios, Double Helix",Xbox Game Studios,False,7694.660566275281,0,False,False,61740.0
Kameo: Elements of Power,3983,3983,1000,1000,3.983,3.983,22.5,43.25,48.5,3.1,154642,34,50,703.8,132.57777777777778,16.272832369942197,68.97109826589596,Rare,Xbox Game Studios,True,690.5356520997734,0,False,False,5420.0
Just Cause 4,4548,9764,1000,2500,4.548,3.9056,55.0,66.5,73.0,3.4,211848,41,61,1310.43,64.50909090909092,26.669122807017544,109.23308270676692,Avalanche Studios,Square Enix,False,563.4488583020697,0,False,False,56630.0
Jusant,2527,2527,1000,1000,2.527,2.527,7.0,7.0,8.0,3.94,69025,21,21,226.5444444444444,218.14285714285714,32.36349206349205,218.14285714285714,DON’T NOD,DON'T NOD,False,32.136446283184455,0,False,False,8900.0
Jurassic World Evolution 2,6761,7046,1050,1120,6.439047619047619,6.291071428571429,70.5,78.5,90.0,3.85,100408,51,54,1941.5,81.00709219858156,25.75796178343949,75.49044585987261,Frontier Developments,"Frontier Developments, Fireshine Games",False,1420.1343549029618,0,False,False,6890.0
Joy Ride Turbo,628,628,200,200,3.14,3.14,9.0,9.0,10.0,3.21,83287,12,12,214.9666666666667,47.55555555555556,23.88518518518519,47.55555555555556,BigPark,Xbox Game Studios,True,104.17016079473048,0,False,False,822.0
JoJo's Bizarre Adventure: All-Star Battle R,3975,3975,1000,1000,3.975,3.975,17.5,17.5,20.0,3.46,78980,45,45,1116.8384615384616,170.0,63.81934065934066,170.0,CyberConnect2,Bandai Namco Entertainment,False,158.50234619714624,0,False,False,5260.0
Jetpac Refuelled,991,991,200,200,4.955,4.955,11.0,11.0,12.0,2.82,67024,12,12,359.83333333333337,71.9090909090909,32.71212121212122,71.9090909090909,Rare,Xbox Game Studios,True,229.33198888401938,0,False,False,22.0
Iron Brigade,465,583,200,250,2.325,2.332,9.0,13.5,15.0,3.42,113630,20,23,221.66666666666669,29.444444444444443,19.54074074074074,24.666666666666668,Double Fine,Xbox Game Studios,True,107.23150259508628,0,False,False,1430.0
Insurgency: Sandstorm,3015,3015,1000,1000,3.015,3.015,17.5,17.5,20.0,3.49,122427,30,30,475.74529914529916,115.14285714285714,27.185445665445666,115.14285714285714,New World Interactive,"Focus Entertainment, Maximum Games",False,104.70344478573759,0,False,False,20730.0
Injustice 2,4267,4575,1045,1195,4.0832535885167465,3.8284518828451883,178.5,181.0,209.0,4.14,317890,64,74,1784.9523809523814,18.050420168067227,10.44356748224152,18.674033149171272,NetherRealm Studios,Warner Bros. Games,False,1565.6009485957,0,False,False,33200.0
Infinite Guitars,2985,2985,1000,1000,2.985,2.985,11.0,11.0,12.0,2.32,5278,33,33,542.5,180.45454545454547,49.31818181818182,180.45454545454547,Nikko Nikko,Humble Games,False,61.8867604096385,0,False,False,4280.0
Immortals Fenyx Rising,2022,4182,1000,1845,2.022,2.2666666666666666,45.0,72.0,80.0,4.16,135054,56,68,528.3111111111111,22.711111111111112,9.926879910213245,32.458333333333336,Ubisoft Quebec,Ubisoft,False,273.0055487158267,0,False,False,32950.0
INSIDE,1440,1440,1000,1000,1.44,1.44,3.5,3.5,4.0,4.2,166356,14,14,61.111111111111114,125.71428571428571,17.460317460317462,125.71428571428571,Playdead,"Playdead, 505 Games",False,6.912,0,False,False,2330.0
Hypnospace Outlaw,2323,2323,1000,1000,2.323,2.323,7.0,7.0,8.0,3.31,14043,14,14,116.51666666666667,189.0,16.645238095238096,189.0,"Tendershoot, ThatWhichIs Media, Michael Lasch",No More Robots,False,28.324601057878997,0,False,False,1020.0
Human Fall Flat,16539,16539,3400,3400,4.864411764705882,4.864411764705882,21.75,21.75,27.5,3.55,397961,115,115,3746.1666666666665,604.0919540229885,172.2375478927203,604.0919540229885,No Brakes Games,Curve Games,False,295.0381587450759,0,False,False,3890.0
House Flipper,3981,7417,1055,2055,3.7734597156398104,3.6092457420924573,18.0,37.75,43.5,3.68,159764,50,71,1118.833333333333,162.55555555555554,43.555849889624724,142.03973509933775,Frozen District,"Frozen District, Merge Games",False,298.27299576043123,0,False,False,3740.0
Hot Wheels Unleashed,4323,4636,1000,1135,4.323,4.084581497797357,22.5,23.25,26.5,3.53,203525,44,53,1104.0000000000002,147.6888888888889,52.5878136200717,150.58064516129033,Milestone,Milestone,False,218.75965136898785,0,False,False,31160.0
Homestead Arcana,4200,4200,1000,1000,4.2,4.2,22.5,22.5,25.0,3.01,9592,35,35,945.6999999999999,142.22222222222223,42.03111111111111,142.22222222222223,Serenity Forge,Skybound Games,False,215.18596608515156,0,False,False,6710.0
Hollow Knight: Voidheart Edition,3751,3751,1000,1000,3.751,3.751,70.0,70.0,80.0,4.5,124830,63,63,1150.5666666666666,39.3,16.436666666666667,39.3,Team Cherry,Team Cherry,False,581.1798964231299,0,False,False,7660.0
High On Life,2366,3080,1000,1195,2.366,2.577405857740586,22.5,28.0,31.0,4.03,324124,42,44,597.2222222222222,60.71111111111111,23.26984126984127,67.32142857142857,Squanch Games,Squanch Games,False,128.27319454979417,0,False,False,50000.0
Hi-Fi RUSH,9706,9706,1250,1250,7.7648,7.7648,79.0,79.0,90.0,4.47,159730,71,71,3456.8166666666666,107.0379746835443,43.75717299578059,107.0379746835443,Tango Gameworks,Bethesda Softworks,False,1947.322672791162,0,False,False,16050.0
Hello Neighbor 2,1796,1796,1000,1000,1.796,1.796,1.5,1.5,2.0,2.63,74628,14,14,104.95454545454545,530.6666666666666,69.96969696969697,530.6666666666666,"Eerie Guest, tinyBuild",tinyBuild,False,4.813816089548914,0,False,False,10810.0
Hellblade: Senua's Sacrifice,1612,1612,1000,1000,1.612,1.612,7.0,7.0,8.0,4.14,280216,14,14,82.5,87.42857142857143,11.785714285714286,87.42857142857143,"Ninja Theory, QLOC",Ninja Theory,False,16.37334991356381,0,False,False,15440.0
Headbangers: Rhythm Royale,13488,13488,1200,1200,11.24,11.24,43.75,43.75,47.5,3.46,44341,28,28,1955.3555555555554,280.86857142857144,44.693841269841265,280.86857142857144,Glee-Cheese Studio,Team17 Software,False,1789.9589717085698,0,False,False,1850.0
Hardspace: Shipbreaker,3833,3833,1560,1560,2.457051282051282,2.457051282051282,55.0,55.0,60.0,4.11,36610,27,27,332.1690476190476,41.32727272727273,6.039437229437229,41.32727272727273,"Blackbird Interactive, Anemone Hug Interactive",Focus Entertainment,False,231.0854394594889,0,False,False,3860.0
Halo: The Master Chief Collection,19296,25447,5090,7000,3.7909626719056972,3.6352857142857142,741.75,786.75,952.5,4.53,684574,510,700,12054.249999999998,19.152005392652512,20.111534795042893,23.447092469018113,"343 Industries, Bungie, Saber Interactive, Rockstar Dundee, Splash Damage",Xbox Game Studios,False,6601.958789048126,0,False,False,134220.0
Halo: Spartan Assault,3722,3722,1000,1000,3.722,3.722,22.5,22.5,25.0,3.25,188272,30,30,675.0333333333333,120.97777777777777,30.00148148148148,120.97777777777777,"Vanguard Games, 343 Industries",Xbox Game Studios,False,179.5165783569863,0,False,False,2470.0
Halo Wars: Definitive Edition,4972,4972,1500,1500,3.3146666666666667,3.3146666666666667,27.5,27.5,30.0,4.19,114063,75,75,1314.4142357642359,126.25454545454545,47.79688130051767,126.25454545454545,"Ensemble Studios, Behaviour Interactive, 343 Industries",Xbox Game Studios,False,181.04271175462065,0,False,False,9510.0
Halo Wars 2,3298,5260,1060,1750,3.111320754716981,3.005714285714286,71.5,98.0,114.0,4.03,189723,65,126,1085.7500000000002,31.3006993006993,21.846088435374153,35.816326530612244,"Creative Assembly, 343 Industries",Xbox Game Studios,False,594.0546429415563,0,False,False,43600.0
Halo Infinite,1284,5173,600,2020,2.14,2.5608910891089107,90.0,124.5,138.0,4.1,645821,111,144,1055.95,7.6,14.031726907630523,25.325301204819276,343 Industries,Xbox Game Studios,False,565.5431543936063,0,False,False,136690.0
Halo 5: Guardians,3270,3270,1250,1250,2.616,2.616,50.0,50.0,56.0,4.05,547003,73,73,1074.35,40.4,21.487,40.4,343 Industries,Xbox Game Studios,False,236.94341115518705,0,False,False,100970.0
HITMAN World of Assassination,3270,4782,1000,1540,3.27,3.105194805194805,27.5,29.5,33.0,4.53,163410,73,83,1564.8333333333333,82.54545454545455,57.40677966101695,109.89830508474576,IO Interactive,"IO Interactive, Square Enix, Limited Run Games",False,180.57067283298676,0,False,False,81650.0
Guilty Gear -Strive-,3948,3948,1000,1000,3.948,3.948,17.5,17.5,20.0,3.72,79617,38,38,987.6825396825396,168.45714285714286,56.43900226757369,168.45714285714286,Arc System Works,Arc System Works,False,156.89016207780523,0,False,False,24030.0
Grounded,11142,11142,3300,3300,3.3763636363636365,3.3763636363636365,1.5,1.5,3.0,3.97,240632,45,45,799.3499999999998,5228.0,532.8999999999999,5228.0,Obsidian Entertainment,Xbox Game Studios,False,18.612087092731112,0,False,False,10200.0
Grim Fandango Remastered,1983,1983,1000,1000,1.983,1.983,9.0,9.0,10.0,3.83,40579,48,48,424.7777777777778,109.22222222222223,47.19753086419754,109.22222222222223,"Double Fine, Shiny Shoe, Disney Interactive Studios",Xbox Game Studios,False,27.924414205135978,0,False,False,5140.0
Gotham Knights,4705,4705,1390,1390,3.384892086330935,3.384892086330935,59.0,59.0,66.0,3.51,133755,61,61,1222.3206349206348,56.186440677966104,20.71729889695991,56.186440677966104,WB Games Montréal,Warner Bros. Games,False,411.0183171871795,0,False,False,51940.0
Golf With Your Friends,4171,5982,1135,1585,3.6748898678414097,3.774132492113565,12.5,14.25,16.5,3.44,310061,42,54,1034.496732026144,242.88,96.83018002522647,308.56140350877195,Blacklight Interactive,Team17 Software,False,120.97890725859394,0,False,False,5720.0
GoldenEye 007,3203,3203,1000,1000,3.203,3.203,17.5,17.5,20.0,4.13,122720,55,55,1261.5,125.88571428571429,72.08571428571429,125.88571428571429,Code Mystics,Rare,False,114.64771507012252,0,False,False,311.0
Goat Simulator 3,3103,3103,1000,1000,3.103,3.103,17.5,17.5,20.0,4.05,109526,39,39,619.5583333333333,120.17142857142858,35.40333333333333,120.17142857142858,Coffee Stain North,Coffee Stain Studios,False,109.3207642252834,0,False,False,4520.0
Goat Simulator,2027,5940,1000,2375,2.027,2.5010526315789474,4.5,14.5,17.0,2.99,385588,70,85,1083.288888888889,228.22222222222223,93.61149425287358,245.86206896551724,Coffee Stain Studios,Double Eleven,False,67.24084584066107,0,False,False,1640.0
Go Mecha Ball,7395,7395,1000,1000,7.395,7.395,17.5,17.5,20.0,3.13,26009,29,29,1510.4952380952382,365.42857142857144,86.31401360544218,365.42857142857144,Whale Peak Games,Super Rare Games,False,402.19555187744174,0,False,False,6580.0
Ghostwire: Tokyo,4014,4014,1180,1180,3.4016949152542373,3.4016949152542373,70.0,70.0,80.0,3.98,120645,66,66,1323.916666666667,40.48571428571429,18.91309523809524,40.48571428571429,Tango Gameworks,Bethesda Softworks,False,501.91829752858047,0,False,False,25850.0
Ghostlore,5414,5414,1000,1000,5.414,5.414,55.0,55.0,60.0,3.06,15553,33,33,1363.833333333333,80.25454545454545,24.79696969696969,80.25454545454545,"Andrew Teo, Adam Teo",AT-AT Games,False,755.8378348550699,0,False,False,1070.0
Genesis Noir,1677,1677,1210,1210,1.3859504132231404,1.3859504132231404,3.75,3.75,4.5,2.75,28653,17,17,65.53571428571429,124.53333333333333,17.476190476190478,124.53333333333333,Feral Cat Den,Fellow Traveller,False,7.342332574804232,0,False,False,3700.0
Generation Zero,3590,4854,1000,1390,3.59,3.4920863309352517,55.0,66.5,73.0,3.27,134618,58,72,1466.1666666666667,47.09090909090909,26.1077694235589,52.090225563909776,Systemic Reaction,Systemic Reaction,False,476.3764873389562,0,False,False,56380.0
Gears of War: Ultimate Edition,3502,3502,1250,1250,2.8016,2.8016,175.0,175.0,200.0,4.35,348352,56,56,848.4333333333333,12.868571428571428,4.848190476190476,12.868571428571428,"The Coalition, Epic Games",Xbox Game Studios,False,937.8625380746585,0,False,False,44390.0
Gears of War: Judgment,2919,4447,1000,1500,2.919,2.9646666666666666,55.0,64.0,70.0,3.62,292452,56,70,726.1000000000001,34.89090909090909,15.385937500000002,46.046875,"Epic Games, People Can Fly",Xbox Game Studios,True,677.1447033082859,2,False,False,7040.0
Gears of War 3,3975,5670,1250,2000,3.18,2.835,1032.25,1000.0,1000.0,4.44,513164,73,82,800.8285714285714,2.6398643739404215,0.9019285714285714,3.67,Epic Games,Xbox Game Studios,True,9135.556679466776,2,False,False,7320.0
Gears of War 2,2018,3502,1060,1750,1.9037735849056603,2.0011428571428573,94.5,120.5,134.0,4.3,512931,58,79,399.28333333333336,10.137566137566138,4.897510373443982,14.53941908713693,Epic Games,Xbox Game Studios,True,795.0671396426158,1,False,False,6290.0
Gears of War,3236,3566,1100,1250,2.941818181818182,2.8528,186.0,189.5,216.0,4.13,514841,56,57,914.0666666666665,11.483870967741936,4.869305189094106,12.221635883905012,Epic Games,Xbox Game Studios,True,1989.0993796483435,0,False,False,6270.0
Gears Tactics,11221,11221,1400,1400,8.015,8.015,112.5,112.5,125.0,4.01,142172,61,61,2796.758333333333,87.29777777777778,24.860074074074074,87.29777777777778,"Splash Damage, The Coalition",Xbox Game Studios,False,2836.385803753498,0,False,False,29560.0
Gears 5,18011,18295,2410,2500,7.47344398340249,7.318,3385.0,1000.0,1000.0,4.1,489307,166,181,7222.928571428572,4.608862629246676,7.478928571428572,15.795,The Coalition,Xbox Game Studios,False,19796.50881928427,0,False,False,126870.0
Gang Beasts,1938,1938,1000,1000,1.938,1.938,1.5,1.5,2.0,2.93,333461,19,19,158.99999999999997,625.3333333333334,105.99999999999999,625.3333333333334,"Boneloaf, Coatsink","Double Fine, Boneloaf",False,5.395859772825828,0,False,False,1990.0
GRIS,2070,2070,1000,1000,2.07,2.07,7.0,7.0,8.0,3.95,27425,17,17,175.1439393939394,152.85714285714286,25.020562770562773,152.85714285714286,Nomada Studio,Devolver Digital,False,23.82569100781759,0,False,False,6910.0
Full Throttle Remastered,1270,1270,1000,1000,1.27,1.27,2.5,2.5,3.0,3.56,54574,40,40,94.36666666666667,108.0,37.74666666666667,108.0,"Double Fine, Shiny Shoe, Disney Interactive Studios",Xbox Game Studios,False,4.29365194211175,0,False,False,5250.0
Fuga: Melodies of Steel 2,2734,2734,1000,1000,2.734,2.734,27.5,27.5,30.0,3.82,9673,41,41,580.7833333333333,63.054545454545455,21.119393939393937,63.054545454545455,CyberConnect2,CyberConnect2,False,135.61852607074007,0,False,False,4200.0
Frostpunk: Console Edition,6520,8170,1000,1390,6.52,5.877697841726619,175.0,197.5,225.0,4.38,18190,50,63,1836.5555555555557,31.542857142857144,11.19606188466948,34.32911392405063,11 bit studios,11 bit studios,False,3206.2206176726604,0,False,False,3500.0
From Space,6169,7501,1230,1555,5.015447154471545,4.823794212218649,32.5,34.0,37.0,3.2,38134,39,41,1343.4587301587305,151.96923076923076,41.22231559290384,174.88235294117646,Triangle Studios,Curve Games,False,391.99893058163883,0,False,False,3210.0
Frog Detective: The Entire Mystery,1404,1404,1000,1000,1.404,1.404,2.5,2.5,3.0,3.09,38935,18,18,70.0,161.6,28.0,161.6,Worm Club,Worm Club,False,4.990820110562992,0,False,False,1010.0
Forza Motorsport,3640,3640,1000,1000,3.64,3.64,135.0,135.0,150.0,3.9,220390,57,57,1165.8,19.555555555555557,8.635555555555555,19.555555555555557,Turn 10 Studios,Xbox Game Studios,False,1041.7016079473049,0,False,False,137580.0
Forza Horizon 5,4900,7375,1525,2500,3.2131147540983607,2.95,102.25,122.25,136.5,4.52,620411,105,137,2028.7333333333336,33.007334963325185,20.73510565780505,39.877300613496935,Playground Games,Xbox Game Studios,False,691.6170248726893,0,False,False,143740.0
Forza Horizon 4,8368,11086,2560,3610,3.26875,3.0709141274238227,117.5,142.25,162.5,4.58,613578,143,178,2785.057142857143,49.42978723404255,23.407548748849273,52.55536028119508,"Playground Games, Panic Button",Xbox Game Studios,False,874.4900528730019,0,False,False,79410.0
Forager,2157,2157,1000,1000,2.157,2.157,45.0,45.0,50.0,4.04,49842,23,23,201.3,25.711111111111112,4.473333333333334,25.711111111111112,HopFrog,Humble Games,False,158.39636906349844,0,False,False,285.0
For Honor,3438,3569,1150,1190,2.9895652173913043,2.999159663865546,107.5,109.0,122.0,3.45,271261,58,60,901.1333333333334,21.28372093023256,8.582262996941898,21.825688073394495,Ubisoft Montreal,Ubisoft,False,633.6642568304618,0,False,False,87750.0
Football Manager 2024 Console,2300,2300,1000,1000,2.3,2.3,17.5,17.5,20.0,3.7,19294,41,41,396.41818181818184,74.28571428571429,22.652467532467533,74.28571428571429,Sports Interactive,SEGA,False,69.76245408527426,0,False,False,4540.0
Football Manager 2024 (Windows),3825,3825,1000,1000,3.825,3.825,70.0,70.0,80.0,4.36,10307,100,100,2046.3666666666666,40.357142857142854,29.233809523809523,40.357142857142854,Sports Interactive,SEGA,False,598.4627807976032,0,False,False,5090.0
Firewatch,1278,1278,1000,1000,1.278,1.278,4.5,4.5,5.0,3.96,124885,10,10,27.8,61.77777777777778,6.177777777777778,61.77777777777778,Campo Santo,Campo Santo,False,7.223809507455191,0,False,False,3220.0
Figment: Journey Into the Mind,1978,1978,1000,1000,1.978,1.978,7.0,7.0,8.0,3.49,14787,23,23,214.86666666666667,139.71428571428572,30.695238095238096,139.71428571428572,Bedtime Digital Games,Bedtime Digital Games,False,22.2550932266751,0,False,False,1220.0
Figment 2: Creed Valley,1719,1719,1000,1000,1.719,1.719,7.0,7.0,8.0,3.87,11593,18,18,112.55833333333334,102.71428571428571,16.079761904761906,102.71428571428571,Bedtime Digital Games,Bedtime Digital Games,False,18.03033525412104,0,False,False,1910.0
